path	mode	blob	size	class	group	reason	judgment
data/corpus_audit/ukrainian_wiki_a2_ingest_report.md	100644	987e35026546c6867759db3d4340bd00680c88a6	10688	A	corpus_audit_snapshots	external; regenerable with source corpus and audit tooling	rule
data/datasets/hramatka_literary_poltava_v1/README.md	100644	79764de2537ad8b320f2aae60f717304dc6602fe	3054	K	dataset_cards	hand-authored dataset status card	rule
data/datasets/hramatka_literary_poltava_v1/evidence/audit_summary.json	100644	ca9b8f2dbffcc800573fcd2158785d73b5876856	7638	A	dataset_payload	external; not regenerable from tracked inputs; preserve source evidence privately	rule
data/datasets/hramatka_literary_poltava_v1/evidence/duplicate_clusters.json	100644	834a7fca2fc5b7d7010379495f10cdfadad2c25f	4731	A	dataset_payload	external; not regenerable from tracked inputs; preserve source evidence privately	rule
data/datasets/hramatka_literary_poltava_v1/evidence/evaluation_overlap.json	100644	bb8f4d0f6e99618aadfd34842a3a10ed6c81f2d1	413	A	dataset_payload	external; not regenerable from tracked inputs; preserve source evidence privately	rule
data/datasets/hramatka_literary_poltava_v1/evidence/input_contract.json	100644	4e9b9d39a031d501c8032d833ec30210ccb594c7	1383	A	dataset_payload	external; not regenerable from tracked inputs; preserve source evidence privately	rule
data/datasets/hramatka_literary_poltava_v1/evidence/record_dispositions.jsonl	100644	c4663832432261bd4f405e8e78e8c8dcf334f418	3692991	A	dataset_payload	external; not regenerable from tracked inputs; preserve source evidence privately	rule
data/datasets/hramatka_literary_poltava_v1/hramatka_literary_poltava_v1.jsonl	100644	23b209d2efd9d4a836783f6475e0b222f56672cf	11362314	A	dataset_payload	external; not regenerable from tracked inputs; preserve candidate export privately	rule
data/datasets/hramatka_uk_pedagogy_v1/README.md	100644	e7c27c9949e53e415c4c23f084652c49067a3da7	2400	K	dataset_cards	hand-authored dataset status card	rule
data/datasets/hramatka_uk_pedagogy_v1/hramatka_uk_pedagogy_v1.jsonl	100644	8050d40805b73749f5d52652b0a9a4449aba6eaa	26045	A	dataset_payload	external; not regenerable from tracked inputs; preserve candidate export privately	rule
data/external_articles/channels.yaml	100644	2bccf587dc8157ca504cc609fca38b4999b526c8	6381	K	reference_inputs	curated external article channel register	rule
data/folk_heritage_attestations.yaml	100644	bcb9a42c99248386d506b66637e252c0816dffa2	3129	K	reference_inputs	curated source attestations	rule
data/folk_micro_genres.yaml	100644	8a1adc88c45a8ee5e8afb6fd0984b30f170526ba	27911	K	reference_inputs	curated source classification	rule
data/foreign_proper_noun_attestations.yaml	100644	6484330d85a1c919015087dc6b9f92f6276bab0d	2133	K	reference_inputs	curated source attestations	rule
data/historical_language_corpus_denominator.yaml	100644	c1f0600b7595f0f913e8f1b33fff01767225f553	2959	K	reference_inputs	frozen source denominator	rule
data/lexicon-dataset.pointer.json	100644	5c2d4f363203970fff0742bc7e44dd889df3c3e6	6516	K	reference_inputs	tracked artifact hash pointer	rule
data/lexicon/agy_en_slice51_worksheet.yaml	100644	9904b9a46ab8dedab9768b7a00530c6162db647e	13892	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/anchor_curation_worksheet.yaml	100644	0b371d3fceb70fa9e82df96102e03f8ce6ad232c	56550	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/antonym_pairs.yaml	100644	580d0050911aaf6a28ad3e6729346c2d9dadf18c	756679	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/calque_inflow_queue.json	100644	b7b896c1f1ef7939203d26ced96319812bafdd2a	15887	A	lexicon_candidates	external; regenerable with source databases and candidate scripts	rule
data/lexicon/cohort-20k-20260717.json	100644	443beccf7fff4647291dd21fae169833aaa295a3	101	K	lexicon_frozen_evaluation	frozen evaluation cohort denominator	rule
data/lexicon/cohort-20k-20260717.txt	100644	3b65e302bf52fce573f3e19c8537c97df0bdc0a6	381191	K	lexicon_frozen_evaluation	frozen evaluation cohort denominator	rule
data/lexicon/curated_aliases.yaml	100644	82c777dc5ba9fe3fbebb93fb05b479183b2de582	445	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/esum_garbled_etymologies.json	100644	1d7f181a7ac6e7ce3f515e8f6fa3ad20d2456690	7135	K	lexicon_curated	hand-curated OCR correction choices used by fix_esum_garbled_etymologies.py	judgment
data/lexicon/grow-triage-ledgers/2026-07-10-first-grow-automerge-ledger-batch.yaml	100644	555cc5fbb17ff346433e67aaf2597f41c9cecc85	568660	K	lexicon_review_decisions	human or agent adjudication ledger	rule
data/lexicon/grow-triage-ledgers/2026-07-10-grow-automerge-deferred-adjudication.yaml	100644	1d4835e4ca23f9f465d4e354d4d83616f3707a83	36310	K	lexicon_review_decisions	human or agent adjudication ledger	rule
data/lexicon/grow-triage-ledgers/2026-07-10-second-grow-needsreview-pos-ledger-batch.yaml	100644	6becbdcd4b63525b031cea4296b0c0a08cbcce9d	1913713	K	lexicon_review_decisions	human or agent adjudication ledger	rule
data/lexicon/grow-triage-ledgers/README.md	100644	9df5f3df0252a5b04e3aa6d8a3086dd9fa6438dd	991	K	lexicon_review_decisions	adjudication ledger guidance	rule
data/lexicon/heritage_pairs.wave1-calque.residual.json	100644	42c6872d7c6111136e94f0c085b31d8a8270a89c	9880	A	lexicon_candidates	external; regenerable with source databases and reconciliation scripts	rule
data/lexicon/heritage_pairs.wave1-calque.yaml	100644	70019d91881cc616ba1d1bd5f3d2443d60d5e429	49	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/heritage_pairs.yaml	100644	b99a71911ad700b93aa831bca0dfd53124447a8d	355388	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/homonym_pairs.yaml	100644	f768a9d9fd601967ef82624596dbf91319dbb554	71657	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/intake/private_teacher_lesson_intake_candidates.json	100644	df25fe0b725af67e8c7d5316f7dfe5d7b84bd26b	5156590	A	lexicon_candidates	external; regenerable with source intake and candidate extraction	rule
data/lexicon/intake/private_teacher_lesson_intake_decisions.yaml	100644	20c78f639cf9ef52d0a8c5d89cfb12672d32bc2f	3007237	K	lexicon_review_decisions	reviewed source intake decision	rule
data/lexicon/kaikki_uk_lookup.json	100644	c9d9c465a3cb2a4772352a5ad30db90c4c987fad	9587014	A	lexicon_kaikki	build_kaikki_lookup.py; regenerable with the exact external Kaikki snapshot	rule
data/lexicon/parked/parked-thin-entries-2026-07-10.json	100644	64febb17a40bc285fdebc005bc9f01dd56c9f518	1116756	A	lexicon_parked	park_thin_entries.py; regenerable with the original lexicon database	rule
data/lexicon/paronym_candidates_grinchyshyn.json	100644	09e0123da52b1fe527432c2692129823d62555f7	98130	A	lexicon_candidates	external; regenerable with source databases and candidate scripts	rule
data/lexicon/paronym_candidates_ukrmova.json	100644	735bf32734b66a5274172a9214f9e897fe6de771	29318	A	lexicon_candidates	external; regenerable with source databases and candidate scripts	rule
data/lexicon/paronym_pairs.yaml	100644	bff5bf8e28ac9186ec1040cde9c18c5929f1c9e4	179950	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/paronym_worksheet_candidates.yaml	100644	b6cc4cc85b131c22ee91050b3049c9d7d41a8442	98679	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/practice-creation-review.json	100644	372b18427e914621bc24e26dde8d0362d0ae49d4	383519	K	lexicon_frozen_evaluation	human practice creation review ledger	rule
data/lexicon/recovery-audit/2026-08-14-ocr-space-collapse-manual-review.json	100644	57b89387ada86059923542c60af44ad100fd4f2f	29602	K	lexicon_review_decisions	manual recovery judgment	rule
data/lexicon/recovery-audit/2026-08-14-ocr-space-collapse.jsonl	100644	d9d0404e5c2409acbc0a99d870647edc6438f987	23444	A	lexicon_recovery_snapshots	external; regenerable with the original OCR and audit tooling	rule
data/lexicon/recovery-audit/2026-09-06-anna-taught-residual-census.json	100644	7c55256ad29c16e1079f64334a3c7b32b85f7f6b	199507	A	lexicon_recovery_snapshots	external; regenerable with the source lexicon database and audit tooling	rule
data/lexicon/recovery-audit/2026-09-06-anna-unit-a-leftovers-census.json	100644	5a7e0767b3ff885fafac86f8ebb02a32cbd6ca55	128190	A	lexicon_recovery_snapshots	external; regenerable with the source lexicon database and audit tooling	rule
data/lexicon/recovery-audit/2026-09-06-heritage-wave1-construction-review.yaml	100644	b5e3dd0f2bdc9a9d3819a9ce992d72d05f0f224f	49418	K	lexicon_review_decisions	manual recovery judgment	rule
data/lexicon/relation_candidates_miyklas.json	100644	0ce5b183db30bd9233ea8249537a4c876aeb7020	784626	A	lexicon_candidates	external; regenerable with source databases and candidate scripts	rule
data/lexicon/relation_candidates_sample.json	100644	1884b239e326e94489a96ebf8b9d813cc229bcaa	92271	A	lexicon_candidates	external; regenerable with source databases and candidate scripts	rule
data/lexicon/source-inventory-review-decisions/2026-06-29-first-approved-publish-batch.yaml	100644	d50b684ef1188fa99f8ff29461d8e515d987c430	10158	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-06-30-second-approved-ledger-batch.yaml	100644	f1786de1d0fba52a433bb3559ee742ec4112b3ba	11028	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-06-30-third-approved-textbook-ledger-batch.yaml	100644	3cb9c8fb35f312106a3e8a224c70d2780d1b5c44	9980	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-02-first-approved-teacher-lesson-ledger-batch.yaml	100644	94c1ed047424ad25eebf1ed9a51800f89ae6a17c	11825	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-eighth-approved-teacher-lesson-ledger-batch.yaml	100644	781eba4473519fe3d8f5df8d68a315f76e2c690c	12591	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-eleventh-approved-teacher-lesson-ledger-batch.yaml	100644	a083a110caadcd13d80e5556d8cc8194c05331df	12579	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-fifth-approved-teacher-lesson-ledger-batch.yaml	100644	db5b44ab391818d9d645c618ec7ed3fe451692ee	12897	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-fifth-approved-textbook-ledger-batch.yaml	100644	1b7582d716ce9362c3eb00a56f655b0f3ea68335	16768	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-fourth-approved-teacher-lesson-ledger-batch.yaml	100644	698e04e1a796b8117958c639b10015de0fbd74bb	12893	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-fourth-approved-textbook-ledger-batch.yaml	100644	7d29acaff5409cce8b354da9553bc807fb5f7459	17286	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-ninth-approved-teacher-lesson-ledger-batch.yaml	100644	8c4875b854378a107fbf9ae785d284177483fac6	12324	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-second-approved-ohoiko-ledger-batch.yaml	100644	aebc8ea3906cb72bc87101febaaae9b72aa30b88	9362	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-second-approved-teacher-lesson-ledger-batch.yaml	100644	a1e24d5e5292614f99598bc2772638de217696fa	11581	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-seventh-approved-teacher-lesson-ledger-batch.yaml	100644	9966f0f2eaee0225916f154c0a2b4c15d2088db6	12761	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-sixth-approved-teacher-lesson-ledger-batch.yaml	100644	491b16586040d6916e6be913a38b6c0224bc3069	12252	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-tenth-approved-teacher-lesson-ledger-batch.yaml	100644	bc8d8b49a2e6607a2f542f783b086e0ddb6dfb68	13400	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-03-third-approved-teacher-lesson-ledger-batch.yaml	100644	f6028fb4faa0113e62c2b1d5f3aca5a9d68930c1	13359	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-05-fifteenth-approved-teacher-lesson-ledger-batch.yaml	100644	6e20f94434149f94c63d3fee8969475980fb79bc	10733	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-05-fourteenth-approved-teacher-lesson-ledger-batch.yaml	100644	0d67256b5e3c2644bafe7c44b576452dad70c52d	11899	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-05-sixteenth-approved-teacher-lesson-ledger-batch.yaml	100644	f43ff164046fefe886db41a0a75bbc9fa6c703dd	151483	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-05-thirteenth-approved-teacher-lesson-ledger-batch.yaml	100644	860bf259129c27e84bd703634e4600b0422e5edf	10534	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-05-twelfth-approved-teacher-lesson-ledger-batch.yaml	100644	3d0125a95f2e1f91b1bc555137f30eefb0a185fc	10037	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-curriculum-intake-bulk-reject-R1.yaml	100644	d31db672dccaebc5f5ca3c3ba298326a85f9cda5	8009	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-curriculum-review-queue-batch-00-calibration.yaml	100644	f74b362a78e4dca840dbec6482651486dd5eac36	87823	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-01.yaml	100644	c3db6c98a3e16cdbd76271b4b4c2c35e6e4132e9	451231	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-02.yaml	100644	1819a5bbfd6551371ec32710fdf1182888559874	451702	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-03.yaml	100644	22c625b0eca9c1c1d7e8d73039d8570dd8911f91	452339	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-04.yaml	100644	e2e644a295e4b2a7b470dab6ac144b2dbfb15f9a	451277	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-05.yaml	100644	b9ac2317ca8e3e76d967aa94c7507f4ddfdecfb9	450136	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-06.yaml	100644	3a85e3521993dddc8288677fe5ab7c507d1a1e35	453644	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-07.yaml	100644	63f73331c35839ad25a92c5c8c46212c87b54af7	451717	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-08.yaml	100644	9e69493091160fb448cafe0951ca93b80b332248	451150	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-09.yaml	100644	93e3a8735ce7750ef3eb065685884fb3cc94c64b	450175	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-10.yaml	100644	edf5bd50ca7db83fa81d6e0ed687777f0dc3ce91	452299	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-11.yaml	100644	4db864ea3fd375f73cf4654633b66f1bb45661fc	451917	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-12.yaml	100644	4ce803ec98e71b3629387e9b5ad4bc0b650fd60a	451018	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-13.yaml	100644	1cba58e2fb758f5ce2abe020197da9bd2ff561f7	453490	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-14.yaml	100644	8198b9740e570417658c75f2fa4ccd4736d9c793	455131	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-15.yaml	100644	c85bb51a01c5876f0220e0efcd753d8271f39aac	454268	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-16.yaml	100644	f2355b390e13cf3c0aa07ab2c59a25aac9c2dad9	455161	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-17.yaml	100644	2ead88d85542a51ef935d748188f03d2a5a7f33e	449741	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-18.yaml	100644	07b9f35aed8eb0d229aa5dc287601c1e0add88c5	451762	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-19.yaml	100644	91f42b0154ffd4cd778986c995dddb6c7f41ae16	451449	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-20.yaml	100644	d76c33df5a5cb919b9732492fb8fe6cd503bbdce	450175	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-21.yaml	100644	07bc3c6b192a84f589c356fec3c85890a78a1d60	380413	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-15-curriculum-review-queue-batch-01.yaml	100644	91e924f48572d87aa754d0d464d18263feb0a524	143600	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-15-curriculum-review-queue-batch-02.yaml	100644	92b7cb070b83c0c38a95c72f0b80b1d2dd455dca	160716	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-18-teacher-lesson-bulk-approve-new-heads.yaml	100644	ba3a178feb5fbfefd984aabfff6928680d488c0d	374237	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-19-ohoiko-ulp-curated-bulk-approve.yaml	100644	34b85b9d1f1e8e6e0a0f9523c22452e15f5a2e35	4271175	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-19-textbook-jsonl-curated-bulk-approve.yaml	100644	919b57d6b074b62b591d57b807cf1680ade2e7c0	20707802	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-23-alona-full-document-intake.yaml	100644	ace6fd6ba3c68107ea6f8251664c0ed9f8468363	5040024	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-23-teacher-lesson-full-document-intake-batch-01.yaml	100644	7952a15ef547dc1658e4926b5500ffb37d542c49	705865	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-23-teacher-lesson-full-document-intake-batch-02.yaml	100644	106463cf395e02f29649b56bc682ad3562ab4976	709397	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-07-23-teacher-lesson-full-document-intake-batch-03.yaml	100644	58d4c3c16e32ea23dc9c399bcca475993fe818fa	708902	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-08-12-ohoiko-ulp-paired-split-legs-approve.yaml	100644	4d6eeace3fb9ced903c110c05fb9efb078af3b74	40587	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-08-14-ohoiko-ulp-ocr-space-collapse-approve.yaml	100644	66bac6f064767023cdd033aa7cb182fa018a91bc	1168	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-08-19-curriculum-review-queue-batch-03.yaml	100644	2717bb71409dd75c2ad1a1449e4ffc4545123e9b	142427	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-08-23-atlas-6370-paired-split-multiword-leg-approve.yaml	100644	f02bb5db164ad4ae81f6e42d0345c327719b8416	1998	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-09-02-teacher-lesson-delta-approve.yaml	100644	4483cf55493fe08d5f9682486c32f42cc2c88f8b	8649468	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory-review-decisions/2026-09-13-ohoiko-fmu-booster-approve.yaml	100644	4440f81c395bb1a6966321f5d76d548dc77f039d	161531	K	lexicon_review_decisions	irreplaceable reviewed decision ledger	rule
data/lexicon/source-inventory/bolshakova-bukvar-keywords.yaml	100644	e9197d6264c0ed48ea0d6ff0b02dd950da4de281	7436	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/grade-01/README.md	100644	82fbb70fb61e8bda331f0e5c17c76796d542d3b6	6888	K	lexicon_glossaries	textbook inventory guidance	rule
data/lexicon/source-inventory/grade-01/bukvar-bolshakova-grade1-2018-glossary.yaml	100644	76220a11f0e5f6015e97ee0fb162a97268536236	211720	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-01/bukvar-bolshakova-grade1-2018-headwords.yaml	100644	a3ff16eb0f13268071612c1874ed9759be1c611d	251676	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-01/bukvar-zaharijchuk-grade1-2025-glossary.yaml	100644	61820b4a6a462d9b6e67ffd3414701803ff0b1c4	207976	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
